"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 29, 2018","104.45","104.45","104.45","104.45","-","0.10%"
"Jul 02, 2018","105.80","105.80","105.80","105.80","0.02K","1.29%"
"Jul 03, 2018","106.55","106.55","106.55","106.55","0.03K","0.71%"
"Jul 05, 2018","108.00","108.00","108.00","108.00","0.04K","1.36%"
"Jul 06, 2018","107.65","107.65","107.65","107.65","0.01K","-0.32%"
"Jul 09, 2018","108.60","108.60","108.60","108.60","0.01K","0.88%"
"Jul 10, 2018","108.90","108.90","108.90","108.90","0.01K","0.28%"
"Jul 11, 2018","109.05","109.05","109.05","109.05","0.01K","0.14%"
"Jul 12, 2018","107.90","107.90","107.90","107.90","-","-1.05%"
"Jul 13, 2018","107.40","107.40","107.40","107.40","-","-0.46%"
"Jul 16, 2018","107.35","107.35","107.35","107.35","-","-0.05%"
"Jul 17, 2018","107.60","107.60","107.60","107.60","-","0.23%"
"Jul 18, 2018","108.30","108.30","108.30","108.30","-","0.65%"
"Jul 19, 2018","108.30","108.30","108.30","108.30","-","0.00%"
"Jul 20, 2018","107.35","107.35","107.35","107.35","-","-0.88%"
"Jul 23, 2018","108.15","108.15","108.15","108.15","-","0.75%"
"Jul 24, 2018","108.15","108.15","108.15","108.15","-","0.00%"
"Jul 25, 2018","108.00","108.00","108.00","108.00","-","-0.14%"
"Jul 26, 2018","108.00","108.00","108.00","108.00","-","0.00%"
"Jul 27, 2018","107.90","107.90","107.90","107.90","-","-0.09%"
"Jul 30, 2018","104.15","104.15","104.15","104.15","0.03K","-3.48%"
"Jul 31, 2018","104.45","104.45","104.45","104.45","0.12K","0.29%"
"Aug 01, 2018","104.35","104.35","104.35","104.35","0.08K","-0.10%"
"Aug 02, 2018","103.50","103.50","103.50","103.50","0.02K","-0.81%"
"Aug 03, 2018","102.90","102.90","102.90","102.90","0.02K","-0.58%"
"Aug 06, 2018","103.00","103.00","103.00","103.00","0.01K","0.10%"
"Aug 07, 2018","103.25","103.25","103.25","103.25","0.04K","0.24%"
"Aug 08, 2018","102.45","102.45","102.45","102.45","0.03K","-0.77%"
"Aug 09, 2018","102.00","102.00","102.00","102.00","0.03K","-0.44%"
"Aug 10, 2018","101.75","101.75","101.75","101.75","0.01K","-0.25%"
"Aug 13, 2018","101.00","101.00","101.00","101.00","0.01K","-0.74%"
"Aug 14, 2018","101.00","101.00","101.00","101.00","-","0.00%"
"Aug 15, 2018","100.15","100.15","100.15","100.15","0.01K","-0.84%"
"Aug 16, 2018","98.90","98.90","98.90","98.90","0.04K","-1.25%"
"Aug 17, 2018","100.00","100.00","100.00","100.00","0.01K","1.11%"
"Aug 20, 2018","99.65","99.65","99.65","99.65","-","-0.35%"
"Aug 21, 2018","99.25","99.25","99.25","99.25","0.01K","-0.40%"
"Aug 22, 2018","99.25","99.25","99.25","99.25","-","0.00%"
"Aug 23, 2018","98.90","98.90","98.90","98.90","0.05K","-0.35%"
"Aug 24, 2018","99.45","99.45","99.45","99.45","0.01K","0.56%"
"Aug 27, 2018","99.45","99.45","99.45","99.45","-","0.00%"
"Aug 28, 2018","99.60","99.60","99.60","99.60","0.01K","0.15%"
"Aug 29, 2018","99.60","99.60","99.60","99.60","-","0.00%"
"Aug 30, 2018","99.60","99.60","99.60","99.60","-","0.00%"
"Aug 31, 2018","98.75","98.75","98.75","98.75","-","-0.85%"
"Sep 04, 2018","98.00","98.00","98.00","98.00","0.04K","-0.76%"
"Sep 05, 2018","98.30","98.30","98.30","98.30","0.03K","0.31%"
"Sep 06, 2018","98.80","98.80","98.80","98.80","0.05K","0.51%"
"Sep 07, 2018","99.25","99.25","99.25","99.25","0.01K","0.46%"
"Sep 10, 2018","100.80","100.80","100.80","100.80","0.07K","1.56%"
"Sep 11, 2018","101.75","101.75","101.75","101.75","0.02K","0.94%"
"Sep 12, 2018","101.05","101.05","101.05","101.05","-","-0.69%"
"Sep 13, 2018","100.10","100.10","100.10","100.10","0.03K","-0.94%"
"Sep 14, 2018","100.10","100.10","100.10","100.10","-","0.00%"
"Sep 17, 2018","99.60","99.60","99.60","99.60","-","-0.50%"
"Sep 18, 2018","98.85","98.85","98.85","98.85","0.03K","-0.75%"
"Sep 19, 2018","100.20","100.20","100.20","100.20","-","1.37%"
"Sep 20, 2018","98.85","98.85","98.85","98.85","-","-1.35%"
"Sep 21, 2018","99.15","99.15","99.15","99.15","-","0.30%"
"Sep 24, 2018","99.00","99.00","99.00","99.00","-","-0.15%"
"Sep 25, 2018","98.95","98.95","98.95","98.95","-","-0.05%"
"Sep 26, 2018","98.75","98.75","98.75","98.75","-","-0.20%"
"Sep 27, 2018","98.80","98.80","98.80","98.80","-","0.05%"
"Sep 28, 2018","98.25","98.25","98.25","98.25","-","-0.56%"
"Oct 01, 2018","101.55","101.55","101.55","101.55","0.01K","3.36%"
"Oct 02, 2018","101.65","101.65","101.65","101.65","0.16K","0.10%"
"Oct 03, 2018","101.70","101.70","101.70","101.70","0.02K","0.05%"
"Oct 04, 2018","101.95","101.95","101.95","101.95","-","0.25%"
"Oct 05, 2018","102.15","102.15","102.15","102.15","0.01K","0.20%"
"Oct 08, 2018","101.50","101.50","101.50","101.50","0.01K","-0.64%"
"Oct 09, 2018","101.10","101.10","101.10","101.10","0.01K","-0.39%"
"Oct 10, 2018","99.90","99.90","99.90","99.90","0.01K","-1.19%"
"Oct 11, 2018","99.40","99.40","99.40","99.40","-","-0.50%"
"Oct 12, 2018","99.40","99.40","99.40","99.40","-","0.00%"
"Oct 15, 2018","99.45","99.45","99.45","99.45","0.01K","0.05%"
"Oct 16, 2018","99.40","99.40","99.40","99.40","-","-0.05%"
"Oct 17, 2018","99.50","99.50","99.50","99.50","-","0.10%"
"Oct 18, 2018","99.80","99.80","99.80","99.80","-","0.30%"
"Oct 19, 2018","99.95","99.95","99.95","99.95","-","0.15%"
"Oct 22, 2018","99.70","99.70","99.70","99.70","-","-0.25%"
"Oct 23, 2018","99.85","99.85","99.85","99.85","-","0.15%"
"Oct 24, 2018","99.80","99.80","99.80","99.80","-","-0.05%"
"Oct 25, 2018","99.85","99.85","99.85","99.85","-","0.05%"
"Oct 26, 2018","99.45","99.45","99.45","99.45","-","-0.40%"
"Oct 29, 2018","98.45","98.45","98.45","98.45","-","-1.01%"
"Oct 30, 2018","98.05","98.05","98.05","98.05","0.01K","-0.41%"
"Oct 31, 2018","97.15","97.15","97.15","97.15","0.01K","-0.92%"
"Nov 01, 2018","95.60","95.60","95.60","95.60","-","-1.60%"
"Nov 02, 2018","97.90","97.90","97.90","97.90","0.01K","2.41%"
"Nov 05, 2018","97.20","97.20","97.20","97.20","-","-0.72%"
"Nov 06, 2018","96.95","96.95","96.95","96.95","-","-0.26%"
"Nov 07, 2018","97.15","97.15","97.15","97.15","-","0.21%"
"Nov 08, 2018","96.20","96.20","96.20","96.20","-","-0.98%"
"Nov 09, 2018","95.75","95.75","95.75","95.75","-","-0.47%"
"Nov 12, 2018","95.95","95.95","95.95","95.95","0.02K","0.21%"
"Nov 13, 2018","95.60","95.60","95.60","95.60","-","-0.36%"
"Nov 14, 2018","94.15","94.15","94.15","94.15","0.03K","-1.52%"
"Nov 15, 2018","94.40","94.40","94.40","94.40","0.03K","0.27%"
"Nov 16, 2018","93.60","93.60","93.60","93.60","0.02K","-0.85%"
"Nov 19, 2018","93.30","93.30","93.30","93.30","-","-0.32%"
"Nov 20, 2018","93.20","93.20","93.20","93.20","-","-0.11%"
"Nov 21, 2018","93.00","93.00","93.00","93.00","-","-0.21%"
"Nov 23, 2018","93.15","93.15","93.15","93.15","-","0.16%"
"Nov 26, 2018","92.65","92.65","92.65","92.65","-","-0.54%"
"Nov 27, 2018","92.70","92.70","92.70","92.70","-","0.05%"
"Nov 28, 2018","92.70","92.70","92.70","92.70","-","0.00%"
"Nov 29, 2018","92.70","92.70","92.70","92.70","-","0.00%"
"Nov 30, 2018","92.40","92.40","92.40","92.40","-","-0.32%"
"Dec 03, 2018","94.35","94.35","94.35","94.35","0.04K","2.11%"
"Dec 04, 2018","94.85","94.85","94.85","94.85","0.01K","0.53%"
"Dec 05, 2018","94.75","94.75","94.75","94.75","0.05K","-0.11%"
"Dec 06, 2018","94.70","94.70","94.70","94.70","-","-0.05%"
"Dec 07, 2018","94.70","94.70","94.70","94.70","-","0.00%"
"Dec 10, 2018","94.80","94.80","94.80","94.80","0.01K","0.11%"
"Dec 11, 2018","95.30","95.30","95.30","95.30","0.01K","0.53%"
"Dec 12, 2018","95.20","95.20","95.20","95.20","-","-0.10%"
"Dec 13, 2018","95.50","95.50","95.50","95.50","-","0.32%"
"Dec 14, 2018","96.25","96.25","96.25","96.25","0.05K","0.79%"
"Dec 17, 2018","96.35","96.35","96.35","96.35","-","0.10%"
"Dec 18, 2018","96.25","96.25","96.25","96.25","-","-0.10%"
"Dec 19, 2018","96.05","96.05","96.05","96.05","-","-0.21%"
"Dec 20, 2018","96.15","96.15","96.15","96.15","-","0.10%"
"Dec 21, 2018","95.95","95.95","95.95","95.95","-","-0.21%"
"Dec 24, 2018","95.85","95.85","95.85","95.85","-","-0.10%"
"Dec 26, 2018","95.85","95.85","95.85","95.85","-","0.00%"
"Dec 27, 2018","95.45","95.45","95.45","95.45","-","-0.42%"
"Dec 28, 2018","95.85","95.85","95.85","95.85","-","0.42%"
"Dec 31, 2018","96.25","96.25","96.25","96.25","-","0.42%"
"Jan 02, 2019","94.60","94.60","94.60","94.60","-","-1.71%"
"Jan 03, 2019","92.90","92.90","92.90","92.90","-","-1.80%"
"Jan 04, 2019","92.55","92.55","92.55","92.55","0.01K","-0.38%"
"Jan 07, 2019","91.60","91.60","91.60","91.60","0.01K","-1.03%"
"Jan 08, 2019","91.25","91.25","91.25","91.25","-","-0.38%"
"Jan 09, 2019","91.50","91.50","91.50","91.50","0.04K","0.27%"
"Jan 10, 2019","91.40","91.40","91.40","91.40","0.02K","-0.11%"
"Jan 11, 2019","91.50","91.50","91.50","91.50","-","0.11%"
"Jan 14, 2019","91.45","91.45","91.45","91.45","0.03K","-0.05%"
"Jan 15, 2019","91.60","91.60","91.60","91.60","0.00K","0.16%"
"Jan 16, 2019","92.45","92.45","92.45","92.45","0.03K","0.93%"
"Jan 17, 2019","92.70","92.70","92.70","92.70","0.02K","0.27%"
"Jan 18, 2019","92.35","92.35","92.35","92.35","0.01K","-0.38%"
"Jan 22, 2019","91.50","91.50","91.50","91.50","0.01K","-0.92%"
"Jan 23, 2019","91.40","91.40","91.40","91.40","-","-0.11%"
"Jan 24, 2019","91.15","91.15","91.15","91.15","-","-0.27%"
"Jan 25, 2019","91.15","91.15","91.15","91.15","0.00K","0.00%"
"Jan 28, 2019","90.65","90.65","90.65","90.65","0.06K","-0.55%"
"Jan 29, 2019","90.60","90.60","90.60","90.60","0.02K","-0.06%"
"Jan 30, 2019","90.35","90.35","90.35","90.35","0.04K","-0.28%"
"Jan 31, 2019","89.50","89.50","89.50","89.50","0.07K","-0.94%"
"Feb 01, 2019","87.75","87.75","87.75","87.75","0.08K","-1.96%"
"Feb 04, 2019","87.65","87.65","87.65","87.65","0.13K","-0.11%"
"Feb 05, 2019","87.00","87.00","87.00","87.00","0.01K","-0.74%"
"Feb 06, 2019","86.60","86.60","86.60","86.60","0.02K","-0.46%"
"Feb 07, 2019","86.05","86.05","86.05","86.05","0.06K","-0.64%"
"Feb 08, 2019","85.20","85.20","85.20","85.20","0.01K","-0.99%"
"Feb 11, 2019","84.50","84.50","84.50","84.50","0.02K","-0.82%"
"Feb 12, 2019","83.30","83.30","83.30","83.30","0.02K","-1.42%"
"Feb 13, 2019","83.40","83.40","83.40","83.40","0.03K","0.12%"
"Feb 14, 2019","82.55","82.55","82.55","82.55","0.03K","-1.02%"
"Feb 15, 2019","82.85","82.85","82.85","82.85","-","0.36%"
"Feb 19, 2019","82.70","82.70","82.70","82.70","-","-0.18%"
"Feb 20, 2019","82.75","82.75","82.75","82.75","-","0.06%"
"Feb 21, 2019","82.65","82.65","82.65","82.65","-","-0.12%"
"Feb 22, 2019","82.25","82.25","82.25","82.25","-","-0.48%"
"Feb 25, 2019","84.40","84.40","84.40","84.40","0.02K","2.61%"
"Feb 26, 2019","83.80","83.80","83.80","83.80","0.06K","-0.71%"
"Feb 27, 2019","84.00","84.00","84.00","84.00","0.03K","0.24%"
"Feb 28, 2019","84.00","84.00","84.00","84.00","0.01K","0.00%"
"Mar 01, 2019","83.90","83.90","83.90","83.90","0.01K","-0.12%"
"Mar 04, 2019","83.85","83.85","83.85","83.85","-","-0.06%"
"Mar 05, 2019","83.60","83.60","83.60","83.60","0.01K","-0.30%"
"Mar 06, 2019","81.80","81.80","81.80","81.80","0.01K","-2.15%"
"Mar 07, 2019","80.95","80.95","80.95","80.95","0.01K","-1.04%"
"Mar 08, 2019","79.60","79.60","79.60","79.60","-","-1.67%"
"Mar 11, 2019","79.05","79.05","79.05","79.05","-","-0.69%"
"Mar 12, 2019","79.25","79.25","79.25","79.25","0.02K","0.25%"
"Mar 13, 2019","78.85","78.85","78.85","78.85","-","-0.50%"
"Mar 14, 2019","78.75","78.75","78.75","78.75","0.01K","-0.13%"
"Mar 15, 2019","78.30","78.30","78.30","78.30","-","-0.57%"
"Mar 18, 2019","78.25","78.25","78.25","78.25","-","-0.06%"
"Mar 19, 2019","77.95","77.95","77.95","77.95","-","-0.38%"
"Mar 20, 2019","77.95","77.95","77.95","77.95","-","0.00%"
"Mar 21, 2019","77.55","77.55","77.55","77.55","-","-0.51%"
"Mar 22, 2019","77.35","77.35","77.35","77.35","-","-0.26%"
"Mar 25, 2019","77.40","77.40","77.40","77.40","-","0.06%"
"Mar 26, 2019","77.20","77.20","77.20","77.20","-","-0.26%"
"Mar 27, 2019","77.30","77.30","77.30","77.30","-","0.13%"
"Mar 28, 2019","77.15","77.15","77.15","77.15","-","-0.19%"
"Mar 29, 2019","75.45","75.45","75.45","75.45","-","-2.20%"
"Apr 01, 2019","69.95","69.95","69.95","69.95","0.04K","-7.29%"
"Apr 02, 2019","67.95","67.95","67.95","67.95","0.01K","-2.86%"
"Apr 03, 2019","66.60","66.60","66.60","66.60","0.06K","-1.99%"
"Apr 04, 2019","68.45","68.45","68.45","68.45","-","2.78%"
"Apr 05, 2019","69.65","69.65","69.65","69.65","0.03K","1.75%"
"Apr 08, 2019","70.50","70.50","70.50","70.50","0.02K","1.22%"
"Apr 09, 2019","71.00","71.00","71.00","71.00","0.03K","0.71%"
"Apr 10, 2019","70.45","70.45","70.45","70.45","-","-0.77%"
"Apr 11, 2019","70.00","70.00","70.00","70.00","-","-0.64%"
"Apr 12, 2019","69.75","69.75","69.75","69.75","-","-0.36%"
"Apr 15, 2019","69.00","69.00","69.00","69.00","0.01K","-1.08%"
"Apr 16, 2019","69.10","69.10","69.10","69.10","-","0.14%"
"Apr 17, 2019","69.40","69.40","69.40","69.40","-","0.43%"
"Apr 18, 2019","69.20","69.20","69.20","69.20","-","-0.29%"
"Apr 22, 2019","69.20","69.20","69.20","69.20","-","0.00%"
"Apr 23, 2019","69.35","69.35","69.35","69.35","-","0.22%"
"Apr 24, 2019","69.15","69.15","69.15","69.15","-","-0.29%"
"Apr 25, 2019","69.25","69.25","69.25","69.25","-","0.14%"
"Apr 26, 2019","68.60","68.60","68.60","68.60","-","-0.94%"
"Apr 29, 2019","70.75","70.75","70.75","70.75","0.01K","3.13%"
"Apr 30, 2019","71.00","71.00","71.00","71.00","0.01K","0.35%"
"May 01, 2019","71.60","71.60","71.60","71.60","-","0.85%"
"May 02, 2019","72.15","72.15","72.15","72.15","-","0.77%"
"May 03, 2019","72.40","72.40","72.40","72.40","-","0.35%"
"May 06, 2019","72.40","72.40","72.40","72.40","-","0.00%"
"May 07, 2019","72.00","72.00","72.00","72.00","0.02K","-0.55%"
"May 08, 2019","72.30","72.30","72.30","72.30","0.04K","0.42%"
"May 09, 2019","72.00","72.00","72.00","72.00","0.05K","-0.41%"
"May 10, 2019","71.60","71.60","71.60","71.60","-","-0.56%"
"May 13, 2019","69.85","69.85","69.85","69.85","0.01K","-2.44%"
"May 14, 2019","69.75","69.75","69.75","69.75","-","-0.14%"
"May 15, 2019","68.75","68.75","68.75","68.75","-","-1.43%"
"May 16, 2019","68.55","68.55","68.55","68.55","-","-0.29%"
"May 17, 2019","68.10","68.10","68.10","68.10","-","-0.66%"
"May 20, 2019","67.75","67.75","67.75","67.75","-","-0.51%"
"May 21, 2019","67.65","67.65","67.65","67.65","0.01K","-0.15%"
"May 22, 2019","67.75","67.75","67.75","67.75","-","0.15%"
"May 23, 2019","67.25","67.25","67.25","67.25","-","-0.74%"
"May 24, 2019","67.35","67.35","67.35","67.35","-","0.15%"
"May 28, 2019","67.00","67.00","67.00","67.00","-","-0.52%"
"May 29, 2019","66.65","66.65","66.65","66.65","0.01K","-0.52%"
"May 30, 2019","66.65","66.65","66.65","66.65","-","0.00%"
"May 31, 2019","66.15","66.15","66.15","66.15","-","-0.75%"
"Jun 03, 2019","61.00","61.00","61.00","61.00","-","-7.79%"
"Jun 04, 2019","61.95","61.95","61.95","61.95","0.02K","1.56%"
"Jun 05, 2019","62.15","62.15","62.15","62.15","-","0.32%"
"Jun 06, 2019","63.55","63.55","63.55","63.55","-","2.25%"
"Jun 07, 2019","64.40","64.40","64.40","64.40","-","1.34%"
"Jun 10, 2019","65.60","65.60","65.60","65.60","-","1.86%"
"Jun 11, 2019","65.65","65.65","65.65","65.65","-","0.08%"
"Jun 12, 2019","63.70","63.70","63.70","63.70","0.01K","-2.97%"
"Jun 13, 2019","63.25","63.25","63.25","63.25","-","-0.71%"
"Jun 14, 2019","62.80","62.80","62.80","62.80","-","-0.71%"
"Jun 17, 2019","62.00","62.00","62.00","62.00","0.01K","-1.27%"
"Jun 18, 2019","61.80","61.80","61.80","61.80","-","-0.32%"
"Jun 19, 2019","62.10","62.10","62.10","62.10","-","0.49%"
"Jun 20, 2019","63.00","63.00","63.00","63.00","-","1.45%"
"Jun 21, 2019","63.20","63.20","63.20","63.20","-","0.32%"
"Jun 24, 2019","63.10","63.10","63.10","63.10","-","-0.16%"
"Jun 25, 2019","63.05","63.05","63.05","63.05","-","-0.08%"
"Jun 26, 2019","63.00","63.00","63.00","63.00","-","-0.08%"
"Jun 27, 2019","63.00","63.00","63.00","63.00","-","0.00%"
"Jun 28, 2019","63.15","63.15","63.15","63.15","-","0.24%"
"Jul 01, 2019","63.80","63.80","63.80","63.80","0.01K","1.03%"
"Jul 02, 2019","64.70","64.70","64.70","64.70","0.07K","1.41%"
"Jul 03, 2019","65.10","65.10","65.10","65.10","-","0.62%"
"Jul 05, 2019","67.05","67.05","67.05","67.05","0.13K","3.00%"
"Jul 08, 2019","67.00","67.00","67.00","67.00","-","-0.07%"
"Jul 09, 2019","65.65","65.65","65.65","65.65","0.01K","-2.01%"
"Jul 10, 2019","65.95","65.95","65.95","65.95","0.03K","0.46%"
"Jul 11, 2019","66.30","66.30","66.30","66.30","-","0.53%"
"Jul 12, 2019","65.90","65.90","65.90","65.90","-","-0.60%"
"Jul 15, 2019","64.95","64.95","64.95","64.95","0.02K","-1.44%"
"Jul 16, 2019","64.45","64.45","64.45","64.45","0.02K","-0.77%"
"Jul 17, 2019","65.25","65.25","65.25","65.25","0.01K","1.24%"
"Jul 18, 2019","65.70","65.70","65.70","65.70","-","0.69%"
"Jul 19, 2019","66.00","66.00","66.00","66.00","-","0.46%"
"Jul 22, 2019","65.80","65.80","65.80","65.80","-","-0.30%"
"Jul 23, 2019","65.80","65.80","65.80","65.80","-","0.00%"
"Jul 24, 2019","65.75","65.75","65.75","65.75","-","-0.08%"
"Jul 25, 2019","65.80","65.80","65.80","65.80","-","0.08%"
"Jul 26, 2019","65.70","65.70","65.70","65.70","-","-0.15%"
"Jul 29, 2019","64.70","64.70","64.70","64.70","-","-1.52%"
"Jul 30, 2019","64.45","64.45","64.45","64.45","0.03K","-0.39%"
"Jul 31, 2019","63.60","63.60","63.60","63.60","0.01K","-1.32%"
"Aug 01, 2019","63.85","63.85","63.85","63.85","-","0.39%"
"Aug 02, 2019","63.05","63.05","63.05","63.05","0.03K","-1.25%"
"Aug 05, 2019","62.05","62.05","62.05","62.05","-","-1.59%"
"Aug 06, 2019","60.00","60.00","60.00","60.00","0.03K","-3.30%"
"Aug 07, 2019","59.50","59.50","59.50","59.50","-","-0.83%"
"Aug 08, 2019","60.05","60.05","60.05","60.05","0.02K","0.92%"
"Aug 09, 2019","60.35","60.35","60.35","60.35","0.01K","0.50%"
"Aug 12, 2019","60.55","60.55","60.55","60.55","-","0.33%"
"Aug 13, 2019","60.50","60.50","60.50","60.50","-","-0.08%"
"Aug 14, 2019","60.35","60.35","60.35","60.35","-","-0.25%"
"Aug 15, 2019","59.85","59.85","59.85","59.85","-","-0.83%"
"Aug 16, 2019","59.50","59.50","59.50","59.50","-","-0.58%"
"Aug 19, 2019","59.80","59.80","59.80","59.80","-","0.50%"
"Aug 20, 2019","60.00","60.00","60.00","60.00","-","0.33%"
"Aug 21, 2019","60.00","60.00","60.00","60.00","-","0.00%"
"Aug 22, 2019","59.75","59.75","59.75","59.75","-","-0.42%"
"Aug 23, 2019","59.80","59.80","59.80","59.80","-","0.08%"
"Aug 26, 2019","59.80","59.80","59.80","59.80","-","0.00%"
"Aug 27, 2019","59.65","59.65","59.65","59.65","-","-0.25%"
"Aug 28, 2019","59.45","59.45","59.45","59.45","-","-0.34%"
"Aug 29, 2019","59.40","59.40","59.40","59.40","-","-0.08%"
"Aug 30, 2019","59.25","59.25","59.25","59.25","-","-0.25%"
"Sep 03, 2019","60.95","60.95","60.95","60.95","0.04K","2.87%"
"Sep 04, 2019","61.00","61.00","61.00","61.00","0.01K","0.08%"
"Sep 05, 2019","61.15","61.15","61.15","61.15","0.01K","0.25%"
"Sep 06, 2019","59.85","59.85","59.85","59.85","0.04K","-2.13%"
"Sep 09, 2019","59.20","59.20","59.20","59.20","0.05K","-1.09%"
"Sep 10, 2019","60.50","60.50","60.50","60.50","-","2.20%"
"Sep 11, 2019","59.85","59.85","59.85","59.85","-","-1.07%"
"Sep 12, 2019","60.00","60.00","60.00","60.00","-","0.25%"
"Sep 13, 2019","60.10","60.10","60.10","60.10","-","0.17%"
"Sep 16, 2019","61.05","61.05","61.05","61.05","-","1.58%"
"Sep 17, 2019","60.85","60.85","60.85","60.85","-","-0.33%"
"Sep 18, 2019","60.45","60.45","60.45","60.45","-","-0.66%"
"Sep 19, 2019","60.25","60.25","60.25","60.25","-","-0.33%"
"Sep 20, 2019","60.45","60.45","60.45","60.45","-","0.33%"
"Sep 23, 2019","60.00","60.00","60.00","60.00","-","-0.74%"
"Sep 24, 2019","60.10","60.10","60.10","60.10","-","0.17%"
"Sep 25, 2019","60.00","60.00","60.00","60.00","-","-0.17%"
"Sep 26, 2019","60.00","60.00","60.00","60.00","-","0.00%"
"Sep 27, 2019","59.55","59.55","59.55","59.55","-","-0.75%"
"Sep 30, 2019","63.15","63.15","63.15","63.15","0.03K","6.05%"
"Oct 01, 2019","62.70","62.70","62.70","62.70","-","-0.71%"
"Oct 02, 2019","62.05","62.05","62.05","62.05","0.01K","-1.04%"
"Oct 03, 2019","62.05","62.05","62.05","62.05","0.01K","0.00%"
"Oct 04, 2019","63.50","63.50","63.50","63.50","0.01K","2.34%"
"Oct 07, 2019","65.60","65.60","65.60","65.60","0.01K","3.31%"
"Oct 08, 2019","66.70","66.70","66.70","66.70","-","1.68%"
"Oct 09, 2019","66.55","66.55","66.55","66.55","0.05K","-0.22%"
"Oct 10, 2019","66.15","66.15","66.15","66.15","-","-0.60%"
"Oct 11, 2019","66.30","66.30","66.30","66.30","-","0.23%"
"Oct 14, 2019","66.70","66.70","66.70","66.70","0.00K","0.60%"
"Oct 15, 2019","66.75","66.75","66.75","66.75","-","0.07%"
"Oct 16, 2019","66.85","66.85","66.85","66.85","0.04K","0.15%"
"Oct 17, 2019","67.20","67.20","67.20","67.20","0.01K","0.52%"
"Oct 18, 2019","67.15","67.15","67.15","67.15","0.06K","-0.07%"
"Oct 21, 2019","67.75","67.75","67.75","67.75","-","0.89%"
"Oct 22, 2019","67.70","67.70","67.70","67.70","-","-0.07%"
"Oct 23, 2019","67.60","67.60","67.60","67.60","-","-0.15%"
"Oct 24, 2019","67.60","67.60","67.60","67.60","-","0.00%"
"Oct 25, 2019","67.60","67.60","67.60","67.60","-","0.00%"
"Oct 28, 2019","66.60","66.60","66.60","66.60","-","-1.48%"
"Oct 29, 2019","66.40","66.40","66.40","66.40","-","-0.30%"
"Oct 30, 2019","66.05","66.05","66.05","66.05","0.06K","-0.53%"
"Oct 31, 2019","66.85","66.85","66.85","66.85","0.01K","1.21%"
"Nov 01, 2019","67.75","67.75","67.75","67.75","-","1.35%"
"Nov 04, 2019","68.40","68.40","68.40","68.40","0.03K","0.96%"
"Nov 05, 2019","69.05","69.05","69.05","69.05","0.01K","0.95%"
"Nov 06, 2019","69.25","69.25","69.25","69.25","-","0.29%"
"Nov 07, 2019","69.30","69.30","69.30","69.30","-","0.07%"
"Nov 08, 2019","69.05","69.05","69.05","69.05","-","-0.36%"
"Nov 11, 2019","70.10","70.10","70.10","70.10","-","1.52%"
"Nov 12, 2019","70.50","70.50","70.50","70.50","-","0.57%"
"Nov 13, 2019","70.40","70.40","70.40","70.40","-","-0.14%"
"Nov 14, 2019","70.80","70.80","70.80","70.80","-","0.57%"
"Nov 15, 2019","71.60","71.60","71.60","71.60","-","1.13%"
"Nov 18, 2019","73.20","73.20","73.20","73.20","-","2.23%"
"Nov 19, 2019","74.50","74.50","74.50","74.50","-","1.78%"
"Nov 20, 2019","75.50","75.50","75.50","75.50","-","1.34%"
"Nov 21, 2019","75.95","75.95","75.95","75.95","-","0.60%"
"Nov 22, 2019","76.05","76.05","76.05","76.05","-","0.13%"
"Nov 25, 2019","75.75","75.75","75.75","75.75","-","-0.39%"
"Nov 26, 2019","75.75","75.75","75.75","75.75","-","0.00%"
"Nov 27, 2019","75.85","75.85","75.85","75.85","-","0.13%"
"Nov 29, 2019","75.85","75.85","75.85","75.85","-","0.00%"
"Dec 02, 2019","82.80","82.80","82.80","82.80","-","9.16%"
"Dec 03, 2019","83.00","83.00","83.00","83.00","-","0.24%"
"Dec 04, 2019","82.00","82.00","82.00","82.00","0.15K","-1.20%"
"Dec 05, 2019","82.50","82.50","82.50","82.50","-","0.61%"
"Dec 06, 2019","82.00","82.00","82.00","82.00","-","-0.61%"
"Dec 09, 2019","82.00","82.00","82.00","82.00","0.03K","0.00%"
"Dec 10, 2019","82.30","82.30","82.30","82.30","0.01K","0.37%"
"Dec 11, 2019","82.25","82.25","82.25","82.25","-","-0.06%"
"Dec 12, 2019","81.90","81.90","81.90","81.90","-","-0.43%"
"Dec 13, 2019","81.65","81.65","81.65","81.65","-","-0.31%"
"Dec 16, 2019","81.70","81.70","81.70","81.70","-","0.06%"
"Dec 17, 2019","82.20","82.20","82.20","82.20","0.02K","0.61%"
"Dec 18, 2019","82.25","82.25","82.25","82.25","0.01K","0.06%"
"Dec 19, 2019","82.25","82.25","82.25","82.25","-","0.00%"
"Dec 20, 2019","82.30","82.30","82.30","82.30","-","0.06%"
"Dec 23, 2019","82.30","82.30","82.30","82.30","-","0.00%"
"Dec 24, 2019","82.30","82.30","82.30","82.30","-","0.00%"
"Dec 26, 2019","82.30","82.30","82.30","82.30","-","0.00%"
"Dec 27, 2019","84.05","84.05","84.05","84.05","-","2.13%"
"Dec 30, 2019","78.85","78.85","78.85","78.85","0.01K","-6.19%"
"Dec 31, 2019","79.75","79.75","79.75","79.75","0.02K","1.14%"
"Jan 02, 2020","79.90","79.90","79.90","79.90","0.02K","0.19%"
"Jan 03, 2020","80.10","80.10","80.10","80.10","0.05K","0.25%"
