"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 26, 2021","123.15","123.15","123.15","123.15","-","0.16%"
"Jul 27, 2021","122.95","122.95","122.95","122.95","-","-0.16%"
"Jul 28, 2021","122.95","122.95","122.95","122.95","-","0.00%"
"Jul 29, 2021","122.45","122.45","122.45","122.45","-","-0.41%"
"Jul 30, 2021","122.35","122.35","122.35","122.35","-","-0.08%"
"Aug 02, 2021","132.50","132.50","132.50","132.50","-","8.30%"
"Aug 03, 2021","132.75","132.75","132.75","132.75","-","0.19%"
"Aug 04, 2021","133.65","133.65","133.65","133.65","-","0.68%"
"Aug 05, 2021","134.30","134.30","134.30","134.30","-","0.49%"
"Aug 06, 2021","135.75","135.75","135.75","135.75","0.03K","1.08%"
"Aug 09, 2021","135.85","135.85","135.85","135.85","-","0.07%"
"Aug 10, 2021","136.25","136.25","136.25","136.25","-","0.29%"
"Aug 11, 2021","136.85","136.85","136.85","136.85","-","0.44%"
"Aug 12, 2021","137.15","137.15","137.15","137.15","-","0.22%"
"Aug 13, 2021","137.45","137.45","137.45","137.45","-","0.22%"
"Aug 16, 2021","138.00","138.00","138.00","138.00","-","0.40%"
"Aug 17, 2021","137.65","137.65","137.65","137.65","-","-0.25%"
"Aug 18, 2021","137.90","137.90","137.90","137.90","-","0.18%"
"Aug 19, 2021","138.25","138.25","138.25","138.25","-","0.25%"
"Aug 20, 2021","137.40","137.40","137.40","137.40","-","-0.61%"
"Aug 23, 2021","138.50","138.50","138.50","138.50","-","0.80%"
"Aug 24, 2021","138.75","138.75","138.75","138.75","-","0.18%"
"Aug 25, 2021","138.90","138.90","138.90","138.90","-","0.11%"
"Aug 26, 2021","138.25","138.25","138.25","138.25","-","-0.47%"
"Aug 27, 2021","138.05","138.05","138.05","138.05","-","-0.14%"
"Aug 30, 2021","143.40","143.40","143.40","143.40","-","3.88%"
"Aug 31, 2021","147.60","147.60","147.60","147.60","0.01K","2.93%"
"Sep 01, 2021","150.65","150.65","150.65","150.65","-","2.07%"
"Sep 02, 2021","152.85","152.85","152.85","152.85","-","1.46%"
"Sep 03, 2021","153.40","153.40","153.40","153.40","-","0.36%"
"Sep 07, 2021","152.15","152.15","152.15","152.15","-","-0.81%"
"Sep 08, 2021","152.15","152.15","152.15","152.15","-","0.00%"
"Sep 09, 2021","153.45","153.45","153.45","153.45","-","0.85%"
"Sep 10, 2021","153.85","153.85","153.85","153.85","-","0.26%"
"Sep 13, 2021","154.65","154.65","154.65","154.65","-","0.52%"
"Sep 14, 2021","154.40","154.40","154.40","154.40","-","-0.16%"
"Sep 15, 2021","154.25","154.25","154.25","154.25","-","-0.10%"
"Sep 16, 2021","153.15","153.15","153.15","153.15","-","-0.71%"
"Sep 17, 2021","155.00","155.00","155.00","155.00","-","1.21%"
"Sep 20, 2021","154.35","154.35","154.35","154.35","-","-0.42%"
"Sep 21, 2021","154.50","154.50","154.50","154.50","-","0.10%"
"Sep 22, 2021","155.40","155.40","155.40","155.40","-","0.58%"
"Sep 23, 2021","155.00","155.00","155.00","155.00","-","-0.26%"
"Sep 24, 2021","155.80","155.80","155.80","155.80","-","0.52%"
"Sep 27, 2021","184.05","184.05","184.05","184.05","0.01K","18.13%"
"Sep 28, 2021","191.65","191.65","191.65","191.65","-","4.13%"
"Sep 29, 2021","193.55","193.55","193.55","193.55","0.01K","0.99%"
"Sep 30, 2021","200.40","200.40","200.40","200.40","0.02K","3.54%"
"Oct 01, 2021","211.90","211.90","211.90","211.90","-","5.74%"
"Oct 04, 2021","211.90","211.90","211.90","211.90","-","0.00%"
"Oct 05, 2021","238.00","238.00","238.00","238.00","-","12.32%"
"Oct 06, 2021","209.00","209.00","209.00","209.00","-","-12.18%"
"Oct 07, 2021","216.65","216.65","216.65","216.65","-","3.66%"
"Oct 08, 2021","221.65","221.65","221.65","221.65","0.01K","2.31%"
"Oct 11, 2021","230.90","230.90","230.90","230.90","-","4.17%"
"Oct 12, 2021","230.25","230.25","230.25","230.25","-","-0.28%"
"Oct 13, 2021","231.35","231.35","231.35","231.35","-","0.48%"
"Oct 14, 2021","231.25","231.25","231.25","231.25","-","-0.04%"
"Oct 15, 2021","227.35","227.35","227.35","227.35","-","-1.69%"
"Oct 18, 2021","225.90","225.90","225.90","225.90","-","-0.64%"
"Oct 19, 2021","225.90","225.90","225.90","225.90","-","0.00%"
"Oct 20, 2021","224.50","224.50","224.50","224.50","-","-0.62%"
"Oct 21, 2021","216.65","216.65","216.65","216.65","-","-3.50%"
"Oct 22, 2021","215.50","215.50","215.50","215.50","-","-0.53%"
"Oct 25, 2021","220.00","220.00","220.00","220.00","-","2.09%"
"Oct 26, 2021","220.00","220.00","220.00","220.00","-","0.00%"
"Oct 27, 2021","220.00","220.00","220.00","220.00","-","0.00%"
"Oct 28, 2021","220.35","220.35","220.35","220.35","-","0.16%"
"Oct 29, 2021","210.00","210.00","210.00","210.00","-","-4.70%"
"Nov 01, 2021","129.90","129.90","129.90","129.90","-","-38.14%"
"Nov 02, 2021","120.50","120.50","120.50","120.50","0.03K","-7.24%"
"Nov 03, 2021","138.50","138.50","138.50","138.50","0.11K","14.94%"
"Nov 04, 2021","145.00","145.00","145.00","145.00","0.03K","4.69%"
"Nov 05, 2021","143.75","143.75","143.75","143.75","-","-0.86%"
"Nov 08, 2021","149.00","149.00","149.00","149.00","-","3.65%"
"Nov 09, 2021","146.00","146.00","146.00","146.00","-","-2.01%"
"Nov 10, 2021","139.50","139.50","139.50","139.50","-","-4.45%"
"Nov 11, 2021","136.75","136.75","136.75","136.75","-","-1.97%"
"Nov 12, 2021","130.00","130.00","130.00","130.00","-","-4.94%"
